round	timestamp	seeds_tried	extensions_found	kept_above_threshold	total_deep_chains	elapsed_s
1375	2026-03-30T13:11:15.519873	20	31	10	100	0.0
1376	2026-03-30T13:11:15.637624	20	29	11	100	0.1
1377	2026-03-30T13:11:15.667559	20	0	0	100	0.0
1378	2026-03-30T13:11:15.725522	20	100	6	100	0.0
1379	2026-03-30T13:11:15.808814	20	109	29	100	0.0
1380	2026-03-30T13:11:16.038431	20	80	63	100	0.2
1381	2026-03-30T13:11:16.169976	20	42	20	100	0.1
1382	2026-03-30T13:11:16.291888	20	74	33	100	0.1
1383	2026-03-30T13:11:16.411839	20	27	8	100	0.1
1384	2026-03-30T13:11:16.554298	20	82	65	100	0.1
1385	2026-03-30T13:11:16.667667	20	43	12	100	0.1
1386	2026-03-30T13:11:16.773729	20	109	21	100	0.1
1387	2026-03-30T13:11:16.827655	20	71	28	100	0.0
1388	2026-03-30T13:11:16.886607	20	82	69	100	0.0
1389	2026-03-30T13:11:16.942687	20	141	15	100	0.0
1390	2026-03-30T13:11:17.069425	20	43	20	100	0.1
1391	2026-03-30T13:11:17.097308	20	68	0	100	0.0
1392	2026-03-30T13:11:17.153231	20	56	23	100	0.0
1393	2026-03-30T13:11:17.215718	20	128	87	100	0.0
1394	2026-03-30T13:11:17.355154	20	42	31	100	0.1
1395	2026-03-30T13:11:17.496898	20	71	38	100	0.1
1396	2026-03-30T13:11:17.642558	20	97	16	100	0.1
1397	2026-03-30T13:11:17.770140	20	43	7	100	0.1
1398	2026-03-30T13:11:17.914409	20	42	28	100	0.1
1399	2026-03-30T13:11:18.066368	20	191	95	100	0.1
1400	2026-03-30T13:11:18.131581	20	0	0	100	0.1
1401	2026-03-30T13:11:18.276075	20	107	35	100	0.1
1402	2026-03-30T13:11:18.412061	20	44	22	100	0.1
1403	2026-03-30T13:11:18.580724	20	157	121	100	0.1
1404	2026-03-30T13:11:18.721051	20	29	19	100	0.1
1405	2026-03-30T13:11:18.874129	20	118	90	100	0.1
1406	2026-03-30T13:11:19.009936	20	94	10	100	0.1
1407	2026-03-30T13:11:19.152454	20	68	52	100	0.1
1408	2026-03-30T13:11:19.217923	20	112	88	100	0.0
1409	2026-03-30T13:11:19.280248	20	87	50	100	0.0
1410	2026-03-30T13:11:19.357023	20	196	21	100	0.0
1411	2026-03-30T13:11:19.427398	20	164	135	100	0.0
1412	2026-03-30T13:11:19.483537	20	111	29	100	0.0
1413	2026-03-30T13:11:19.614453	20	131	83	100	0.1
1414	2026-03-30T13:11:19.679874	20	56	35	100	0.0
1415	2026-03-30T13:11:19.856315	20	173	76	100	0.1
1416	2026-03-30T13:11:19.975998	20	135	88	100	0.1
1417	2026-03-30T13:11:20.033377	20	126	22	100	0.0
1418	2026-03-30T13:11:20.085893	20	28	11	100	0.0
1419	2026-03-30T13:11:20.220656	20	217	181	100	0.1
1420	2026-03-30T13:11:20.290215	20	122	91	100	0.0
1421	2026-03-30T13:11:20.348670	20	41	27	100	0.0
1422	2026-03-30T13:11:20.405699	20	30	23	100	0.0
1423	2026-03-30T13:11:20.497886	20	15	11	100	0.0
1424	2026-03-30T13:11:20.604235	20	108	8	100	0.1
1425	2026-03-30T13:11:20.665998	20	14	11	100	0.0
1426	2026-03-30T13:11:20.736984	20	87	49	100	0.0
1427	2026-03-30T13:11:20.797626	20	73	40	100	0.0
1428	2026-03-30T13:11:20.857641	20	30	17	100	0.0
1429	2026-03-30T13:11:20.931795	20	143	98	100	0.0
1430	2026-03-30T13:11:20.990255	20	57	18	100	0.0
1431	2026-03-30T13:11:21.047574	20	83	65	100	0.0
1432	2026-03-30T13:11:21.195073	20	46	26	100	0.1
1433	2026-03-30T13:11:21.351536	20	135	33	100	0.1
1434	2026-03-30T13:11:21.428400	20	0	0	100	0.1
1435	2026-03-30T13:11:21.536009	20	101	93	100	0.1
1436	2026-03-30T13:11:21.673739	20	15	10	100	0.1
1437	2026-03-30T13:11:21.885144	20	97	75	100	0.1
1438	2026-03-30T13:11:22.101401	20	110	70	100	0.1
1439	2026-03-30T13:11:22.280542	20	94	71	100	0.1
1440	2026-03-30T13:11:22.376304	20	29	11	100	0.0
1441	2026-03-30T13:11:22.525663	20	29	10	100	0.1
1442	2026-03-30T13:11:22.661837	20	94	56	100	0.1
1443	2026-03-30T13:11:22.818439	20	102	22	100	0.1
1444	2026-03-30T13:11:22.928477	20	117	39	100	0.0
1445	2026-03-30T13:11:23.086854	20	58	30	100	0.1
1446	2026-03-30T13:11:23.167724	20	229	191	100	0.0
1447	2026-03-30T13:11:23.222908	20	31	22	100	0.0
1448	2026-03-30T13:11:23.281303	20	130	27	100	0.0
1449	2026-03-30T13:11:23.329851	20	45	19	100	0.0
1450	2026-03-30T13:11:23.374830	20	85	10	100	0.0
1451	2026-03-30T13:11:23.431382	20	109	87	100	0.0
1452	2026-03-30T13:11:23.493645	20	98	76	100	0.0
1453	2026-03-30T13:11:23.548740	20	97	82	100	0.0
1454	2026-03-30T13:11:23.642480	20	130	105	100	0.1
1455	2026-03-30T13:11:23.699037	20	42	28	100	0.0
1456	2026-03-30T13:11:23.741786	20	30	0	100	0.0
1457	2026-03-30T13:11:23.871558	20	169	77	100	0.1
1458	2026-03-30T13:11:24.045847	20	123	45	100	0.1
1459	2026-03-30T13:11:24.171323	20	112	93	100	0.1
1460	2026-03-30T13:11:24.201324	20	122	0	100	0.0
1461	2026-03-30T13:11:24.312483	20	168	73	100	0.0
1462	2026-03-30T13:11:24.379663	20	27	20	100	0.0
1463	2026-03-30T13:11:24.441824	20	112	20	100	0.0
1464	2026-03-30T13:11:24.506431	20	57	18	100	0.0
1465	2026-03-30T13:11:24.644926	20	96	73	100	0.1
1466	2026-03-30T13:11:24.797571	20	59	27	100	0.1
1467	2026-03-30T13:11:24.918310	20	70	70	100	0.1
1468	2026-03-30T13:11:25.077847	20	109	85	100	0.1
1469	2026-03-30T13:11:25.210965	20	44	11	100	0.1
1470	2026-03-30T13:11:25.346019	20	97	61	100	0.1
1471	2026-03-30T13:11:25.476008	20	30	11	100	0.1
1472	2026-03-30T13:11:25.611397	20	71	23	100	0.1
1473	2026-03-30T13:11:25.747309	20	44	19	100	0.1
1474	2026-03-30T13:11:25.884069	20	28	20	100	0.1
1475	2026-03-30T13:11:25.954249	20	0	0	100	0.1
1476	2026-03-30T13:11:26.082955	20	44	31	100	0.1
1477	2026-03-30T13:11:26.216256	20	43	20	100	0.1
1478	2026-03-30T13:11:26.355697	20	43	16	100	0.1
1479	2026-03-30T13:11:26.506483	20	73	37	100	0.1
1480	2026-03-30T13:11:26.644540	20	55	36	100	0.1
1481	2026-03-30T13:11:26.777981	20	44	26	100	0.1
1482	2026-03-30T13:11:26.853633	20	31	10	100	0.0
1483	2026-03-30T13:11:26.909659	20	90	7	100	0.0
1484	2026-03-30T13:11:26.993401	20	58	29	100	0.0
1485	2026-03-30T13:11:27.058798	20	43	23	100	0.0
1486	2026-03-30T13:11:27.150241	20	191	150	100	0.0
1487	2026-03-30T13:11:27.296799	20	75	44	100	0.1
1488	2026-03-30T13:11:27.404224	20	112	16	100	0.1
1489	2026-03-30T13:11:27.532077	20	191	162	100	0.1
1490	2026-03-30T13:11:27.677391	20	57	25	100	0.1
1491	2026-03-30T13:11:27.745275	20	108	73	100	0.0
1492	2026-03-30T13:11:27.806956	20	15	6	100	0.0
1493	2026-03-30T13:11:27.866872	20	73	30	100	0.0
1494	2026-03-30T13:11:28.003488	20	109	51	100	0.1
1495	2026-03-30T13:11:28.166536	20	107	84	100	0.1
1496	2026-03-30T13:11:28.249133	20	90	70	100	0.0
1497	2026-03-30T13:11:28.385744	20	45	20	100	0.1
1498	2026-03-30T13:11:28.472746	20	109	29	100	0.1
1499	2026-03-30T13:11:28.528172	20	16	10	100	0.0
1500	2026-03-30T13:11:28.594236	20	156	34	100	0.0
1501	2026-03-30T13:11:28.664541	20	87	31	100	0.0
1502	2026-03-30T13:11:28.809793	20	189	156	100	0.1
1503	2026-03-30T13:11:28.896939	20	124	77	100	0.1
1504	2026-03-30T13:11:28.956414	20	84	61	100	0.0
1505	2026-03-30T13:11:29.037581	20	116	83	100	0.1
1506	2026-03-30T13:11:29.096252	20	90	50	100	0.0
1507	2026-03-30T13:11:29.171111	20	111	94	100	0.0
1508	2026-03-30T13:11:29.245911	20	28	9	100	0.0
1509	2026-03-30T13:11:29.318253	20	30	11	100	0.0
1510	2026-03-30T13:11:29.462053	20	29	10	100	0.1
1511	2026-03-30T13:11:29.571354	20	176	84	100	0.1
1512	2026-03-30T13:11:29.649180	20	99	70	100	0.0
1513	2026-03-30T13:11:29.764055	20	96	10	100	0.1
1514	2026-03-30T13:11:29.827758	20	58	21	100	0.0
1515	2026-03-30T13:11:29.888754	20	110	83	100	0.0
1516	2026-03-30T13:11:29.939480	20	83	11	100	0.0
1517	2026-03-30T13:11:30.019938	20	105	75	100	0.0
1518	2026-03-30T13:11:30.119437	20	28	11	100	0.1
1519	2026-03-30T13:11:30.178436	20	14	10	100	0.0
1520	2026-03-30T13:11:30.237680	20	29	17	100	0.0
1521	2026-03-30T13:11:30.295149	20	121	27	100	0.0
1522	2026-03-30T13:11:30.610541	20	118	27	100	0.1
1523	2026-03-30T13:11:30.796227	20	111	82	100	0.1
1524	2026-03-30T13:11:30.946564	20	15	12	100	0.1
1525	2026-03-30T13:11:31.103024	20	146	102	100	0.1
1526	2026-03-30T13:11:31.253497	20	29	20	100	0.1
1527	2026-03-30T13:11:31.432046	20	127	93	100	0.1
1528	2026-03-30T13:11:31.632647	20	79	61	100	0.1
1529	2026-03-30T13:11:31.781022	20	155	130	100	0.1
1530	2026-03-30T13:11:31.838765	20	73	26	100	0.0
1531	2026-03-30T13:11:31.916477	20	43	16	100	0.0
1532	2026-03-30T13:11:32.052075	20	30	8	100	0.1
1533	2026-03-30T13:11:32.211933	20	124	91	100	0.1
1534	2026-03-30T13:11:32.300143	20	96	22	100	0.1
1535	2026-03-30T13:11:32.355335	20	58	21	100	0.0
1536	2026-03-30T13:11:32.431870	20	94	76	100	0.0
1537	2026-03-30T13:11:32.602167	20	147	70	100	0.1
1538	2026-03-30T13:11:32.679661	20	55	32	100	0.0
1539	2026-03-30T13:11:32.732318	20	15	10	100	0.0
1540	2026-03-30T13:11:32.806934	20	104	72	100	0.0
1541	2026-03-30T13:11:32.866227	20	15	10	100	0.0
1542	2026-03-30T13:11:32.916647	20	45	28	100	0.0
1543	2026-03-30T13:11:32.994878	20	316	201	100	0.0
1544	2026-03-30T13:11:33.067300	20	44	21	100	0.0
1545	2026-03-30T13:11:33.269967	20	267	120	100	0.1
1546	2026-03-30T13:11:33.359363	20	150	129	100	0.1
1547	2026-03-30T13:11:33.413488	20	77	63	100	0.0
1548	2026-03-30T13:11:33.472794	20	59	31	100	0.0
1549	2026-03-30T13:11:33.524378	20	88	55	100	0.0
1550	2026-03-30T13:11:33.574319	20	57	9	100	0.0
1551	2026-03-30T13:11:33.627385	20	59	17	100	0.0
1552	2026-03-30T13:11:33.746780	20	113	78	100	0.1
1553	2026-03-30T13:11:33.872574	20	43	11	100	0.1
1554	2026-03-30T13:11:33.952284	20	214	97	100	0.0
1555	2026-03-30T13:11:34.011793	20	43	29	100	0.0
1556	2026-03-30T13:11:34.083930	20	57	41	100	0.0
1557	2026-03-30T13:11:34.145438	20	29	0	100	0.1
1558	2026-03-30T13:11:34.242814	20	189	99	100	0.1
1559	2026-03-30T13:11:34.394203	20	55	29	100	0.1
1560	2026-03-30T13:11:34.548776	20	15	12	100	0.1
1561	2026-03-30T13:11:34.698518	20	95	21	100	0.1
1562	2026-03-30T13:11:34.770887	20	16	0	100	0.1
1563	2026-03-30T13:11:34.926724	20	107	64	100	0.1
1564	2026-03-30T13:11:35.086846	20	69	61	100	0.1
1565	2026-03-30T13:11:35.261512	20	95	79	100	0.1
1566	2026-03-30T13:11:35.400658	20	189	73	100	0.1
1567	2026-03-30T13:11:35.576537	20	139	110	100	0.1
1568	2026-03-30T13:11:35.654268	20	63	0	100	0.1
1569	2026-03-30T13:11:35.806762	20	42	20	100	0.1
1570	2026-03-30T13:11:35.965603	20	29	21	100	0.1
1571	2026-03-30T13:11:36.157174	20	90	50	100	0.1
1572	2026-03-30T13:11:36.301482	20	124	49	100	0.1
1573	2026-03-30T13:11:36.422056	20	27	20	100	0.1
1574	2026-03-30T13:11:36.539342	20	60	53	100	0.1
1575	2026-03-30T13:11:36.569727	20	86	0	100	0.0
1576	2026-03-30T13:11:36.635554	20	44	22	100	0.0
1577	2026-03-30T13:11:36.750252	20	44	27	100	0.0
1578	2026-03-30T13:11:36.904231	20	57	39	100	0.1
1579	2026-03-30T13:11:37.054298	20	59	37	100	0.1
1580	2026-03-30T13:11:37.216740	20	88	62	100	0.1
1581	2026-03-30T13:11:37.286379	20	16	0	100	0.1
1582	2026-03-30T13:11:37.439744	20	59	31	100	0.1
1583	2026-03-30T13:11:37.562582	20	43	18	100	0.1
1584	2026-03-30T13:11:37.593263	20	59	0	100	0.0
1585	2026-03-30T13:11:37.663032	20	90	19	100	0.0
1586	2026-03-30T13:11:37.731503	20	84	64	100	0.0
1587	2026-03-30T13:11:37.864465	20	110	31	100	0.1
1588	2026-03-30T13:11:37.926355	20	30	11	100	0.0
1589	2026-03-30T13:11:37.990033	20	123	87	100	0.0
1590	2026-03-30T13:11:38.096565	20	137	101	100	0.0
1591	2026-03-30T13:11:38.238456	20	43	32	100	0.1
1592	2026-03-30T13:11:38.358653	20	124	91	100	0.1
1593	2026-03-30T13:11:38.413827	20	173	67	100	0.0
1594	2026-03-30T13:11:38.476618	20	74	48	100	0.0
1595	2026-03-30T13:11:38.535015	20	99	10	100	0.0
1596	2026-03-30T13:11:38.658409	20	31	9	100	0.1
1597	2026-03-30T13:11:38.759201	20	108	71	100	0.0
1598	2026-03-30T13:11:38.853739	20	44	10	100	0.1
1599	2026-03-30T13:11:38.911809	20	44	26	100	0.0
1600	2026-03-30T13:11:38.979397	20	41	29	100	0.0
1601	2026-03-30T13:11:39.117353	20	107	77	100	0.1
1602	2026-03-30T13:11:39.183524	20	72	28	100	0.0
1603	2026-03-30T13:11:39.252713	20	130	91	100	0.0
1604	2026-03-30T13:11:39.300671	20	15	10	100	0.0
1605	2026-03-30T13:11:39.380599	20	176	124	100	0.0
1606	2026-03-30T13:11:39.534910	20	114	27	100	0.1
1607	2026-03-30T13:11:39.613413	20	29	9	100	0.0
1608	2026-03-30T13:11:39.667398	20	96	21	100	0.0
1609	2026-03-30T13:11:39.728618	20	92	67	100	0.0
1610	2026-03-30T13:11:39.800149	20	145	28	100	0.0
1611	2026-03-30T13:11:39.854262	20	43	27	100	0.0
1612	2026-03-30T13:11:39.988198	20	59	31	100	0.1
1613	2026-03-30T13:11:40.130112	20	29	20	100	0.1
1614	2026-03-30T13:11:40.348301	20	233	148	100	0.2
1615	2026-03-30T13:11:40.438055	20	45	21	100	0.1
1616	2026-03-30T13:11:40.503941	20	116	23	100	0.0
1617	2026-03-30T13:11:40.564174	20	100	76	100	0.0
1618	2026-03-30T13:11:40.619780	20	105	24	100	0.0
1619	2026-03-30T13:11:40.683419	20	93	72	100	0.0
1620	2026-03-30T13:11:40.739442	20	44	23	100	0.0
1621	2026-03-30T13:11:40.797646	20	30	11	100	0.0
1622	2026-03-30T13:11:40.853639	20	27	19	100	0.0
1623	2026-03-30T13:11:40.944122	20	155	66	100	0.1
1624	2026-03-30T13:11:41.000192	20	43	12	100	0.0
1625	2026-03-30T13:11:41.051179	20	42	8	100	0.0
1626	2026-03-30T13:11:41.107203	20	105	55	100	0.0
1627	2026-03-30T13:11:41.166872	20	100	80	100	0.0
1628	2026-03-30T13:11:41.216450	20	69	30	100	0.0
1629	2026-03-30T13:11:41.244503	20	15	0	100	0.0
1630	2026-03-30T13:11:41.300527	20	29	10	100	0.0
1631	2026-03-30T13:11:41.355899	20	45	33	100	0.0
1632	2026-03-30T13:11:41.445789	20	31	22	100	0.0
1633	2026-03-30T13:11:41.547817	20	212	172	100	0.1
1634	2026-03-30T13:11:41.601708	20	28	9	100	0.0
1635	2026-03-30T13:11:41.654725	20	59	29	100	0.0
1636	2026-03-30T13:11:41.719836	20	95	85	100	0.0
1637	2026-03-30T13:11:41.771223	20	29	19	100	0.0
1638	2026-03-30T13:11:41.828065	20	123	84	100	0.0
1639	2026-03-30T13:11:41.879910	20	59	22	100	0.0
1640	2026-03-30T13:11:41.940549	20	84	39	100	0.0
1641	2026-03-30T13:11:42.057930	20	41	19	100	0.1
1642	2026-03-30T13:11:42.111508	20	57	40	100	0.0
1643	2026-03-30T13:11:42.165158	20	28	10	100	0.0
1644	2026-03-30T13:11:42.225903	20	124	78	100	0.0
1645	2026-03-30T13:11:42.346946	20	28	19	100	0.1
1646	2026-03-30T13:11:42.426999	20	125	25	100	0.0
1647	2026-03-30T13:11:42.527025	20	85	43	100	0.0
1648	2026-03-30T13:11:42.675507	20	56	28	100	0.1
1649	2026-03-30T13:11:42.875524	20	143	111	100	0.1
1650	2026-03-30T13:11:42.959836	20	85	0	100	0.1
1651	2026-03-30T13:11:43.103704	20	57	24	100	0.1
1652	2026-03-30T13:11:43.260395	20	160	122	100	0.1
1653	2026-03-30T13:11:43.443592	20	115	88	100	0.1
1654	2026-03-30T13:11:43.594548	20	30	22	100	0.1
1655	2026-03-30T13:11:43.753496	20	110	31	100	0.1
1656	2026-03-30T13:11:43.899488	20	14	11	100	0.1
1657	2026-03-30T13:11:44.027592	20	44	33	100	0.1
1658	2026-03-30T13:11:44.089447	20	28	11	100	0.0
1659	2026-03-30T13:11:44.159283	20	168	127	100	0.0
1660	2026-03-30T13:11:44.220616	20	55	32	100	0.0
1661	2026-03-30T13:11:44.345592	20	88	79	100	0.1
1662	2026-03-30T13:11:44.502881	20	85	20	100	0.1
1663	2026-03-30T13:11:44.643680	20	80	48	100	0.1
1664	2026-03-30T13:11:44.802210	20	109	86	100	0.1
1665	2026-03-30T13:11:44.995822	20	313	186	100	0.1
1666	2026-03-30T13:11:45.059291	20	14	6	100	0.0
1667	2026-03-30T13:11:45.119474	20	29	10	100	0.0
1668	2026-03-30T13:11:45.185521	20	45	28	100	0.0
1669	2026-03-30T13:11:45.255266	20	58	27	100	0.0
1670	2026-03-30T13:11:45.376542	20	14	10	100	0.1
1671	2026-03-30T13:11:45.448864	20	15	12	100	0.0
1672	2026-03-30T13:11:45.527783	20	75	68	100	0.1
1673	2026-03-30T13:11:45.578432	20	28	9	100	0.0
1674	2026-03-30T13:11:45.657301	20	31	19	100	0.1
1675	2026-03-30T13:11:45.737161	20	136	79	100	0.1
1676	2026-03-30T13:11:45.890269	20	157	69	100	0.1
1677	2026-03-30T13:11:46.027345	20	126	89	100	0.1
1678	2026-03-30T13:11:46.123867	20	110	89	100	0.1
1679	2026-03-30T13:11:46.254355	20	98	77	100	0.1
1680	2026-03-30T13:11:46.322980	20	184	101	100	0.0
1681	2026-03-30T13:11:46.354179	20	15	0	100	0.0
1682	2026-03-30T13:11:46.420186	20	44	11	100	0.0
1683	2026-03-30T13:11:46.543684	20	15	9	100	0.0
1684	2026-03-30T13:11:46.726923	20	129	47	100	0.1
1685	2026-03-30T13:11:46.808375	20	15	9	100	0.0
1686	2026-03-30T13:11:46.875636	20	125	28	100	0.0
1687	2026-03-30T13:11:47.031676	20	43	26	100	0.1
1688	2026-03-30T13:11:47.198180	20	58	36	100	0.1
1689	2026-03-30T13:11:47.278614	20	101	61	100	0.0
1690	2026-03-30T13:11:47.343937	20	83	19	100	0.0
1691	2026-03-30T13:11:47.460805	20	57	13	100	0.1
1692	2026-03-30T13:11:47.602793	20	125	40	100	0.1
1693	2026-03-30T13:11:47.763331	20	151	119	100	0.1
1694	2026-03-30T13:11:47.917229	20	72	29	100	0.1
1695	2026-03-30T13:11:48.063820	20	79	57	100	0.1
1696	2026-03-30T13:11:48.206862	20	110	10	100	0.1
1697	2026-03-30T13:11:48.312731	20	79	10	100	0.1
1698	2026-03-30T13:11:48.375638	20	127	25	100	0.0
1699	2026-03-30T13:11:48.443907	20	15	12	100	0.0
1700	2026-03-30T13:11:48.606930	20	124	27	100	0.1
1701	2026-03-30T13:11:48.775880	20	75	36	100	0.1
1702	2026-03-30T13:11:48.939350	20	105	80	100	0.1
1703	2026-03-30T13:11:49.003369	20	0	0	100	0.1
1704	2026-03-30T13:11:49.116896	20	125	85	100	0.1
1705	2026-03-30T13:11:49.236558	20	41	24	100	0.1
1706	2026-03-30T13:11:49.301262	20	126	93	100	0.0
1707	2026-03-30T13:11:49.368291	20	84	77	100	0.0
1708	2026-03-30T13:11:49.408022	20	15	0	100	0.0
1709	2026-03-30T13:11:49.562597	20	95	71	100	0.1
1710	2026-03-30T13:11:49.767301	20	308	127	100	0.1
1711	2026-03-30T13:11:49.842801	20	28	21	100	0.0
1712	2026-03-30T13:11:49.912388	20	127	93	100	0.0
1713	2026-03-30T13:11:50.026905	20	60	39	100	0.0
1714	2026-03-30T13:11:50.149936	20	28	19	100	0.1
1715	2026-03-30T13:11:50.215720	20	30	11	100	0.0
1716	2026-03-30T13:11:50.280620	20	60	29	100	0.0
1717	2026-03-30T13:11:50.366383	20	84	75	100	0.0
1718	2026-03-30T13:11:50.507609	20	57	42	100	0.1
1719	2026-03-30T13:11:50.567911	20	92	18	100	0.0
1720	2026-03-30T13:11:50.663334	20	30	11	100	0.0
1721	2026-03-30T13:11:50.743822	20	150	89	100	0.1
1722	2026-03-30T13:11:50.824607	20	117	91	100	0.0
1723	2026-03-30T13:11:50.881232	20	60	22	100	0.0
1724	2026-03-30T13:11:50.961651	20	153	108	100	0.1
1725	2026-03-30T13:11:51.030631	20	130	96	100	0.0
1726	2026-03-30T13:11:51.106539	20	41	28	100	0.0
1727	2026-03-30T13:11:51.176925	20	118	77	100	0.0
1728	2026-03-30T13:11:51.256931	20	198	149	100	0.1
1729	2026-03-30T13:11:51.397386	20	96	81	100	0.1
1730	2026-03-30T13:11:51.557960	20	73	53	100	0.1
1731	2026-03-30T13:11:51.662459	20	141	105	100	0.1
1732	2026-03-30T13:11:51.736068	20	158	88	100	0.0
1733	2026-03-30T13:11:51.799819	20	42	24	100	0.0
1734	2026-03-30T13:11:51.894617	20	31	10	100	0.0
1735	2026-03-30T13:11:52.046311	20	28	10	100	0.1
1736	2026-03-30T13:11:52.187203	20	54	22	100	0.1
1737	2026-03-30T13:11:52.336628	20	109	87	100	0.1
1738	2026-03-30T13:11:52.421315	20	42	28	100	0.0
1739	2026-03-30T13:11:52.579422	20	107	81	100	0.1
1740	2026-03-30T13:11:52.729678	20	101	53	100	0.1
1741	2026-03-30T13:11:52.891147	20	173	82	100	0.1
1742	2026-03-30T13:11:53.046820	20	57	42	100	0.1
1743	2026-03-30T13:11:53.208226	20	88	39	100	0.1
1744	2026-03-30T13:11:53.360757	20	154	47	100	0.1
1745	2026-03-30T13:11:53.516407	20	15	11	100	0.1
1746	2026-03-30T13:11:53.690998	20	57	17	100	0.1
1747	2026-03-30T13:11:53.866804	20	60	37	100	0.1
1748	2026-03-30T13:11:54.020385	20	58	30	100	0.1
1749	2026-03-30T13:11:54.114008	20	44	21	100	0.1
1750	2026-03-30T13:11:54.179719	20	143	27	100	0.0
1751	2026-03-30T13:11:54.249633	20	30	18	100	0.0
1752	2026-03-30T13:11:54.311630	20	14	11	100	0.0
1753	2026-03-30T13:11:54.383399	20	94	83	100	0.0
1754	2026-03-30T13:11:54.512650	20	121	64	100	0.1
1755	2026-03-30T13:11:54.585338	20	173	61	100	0.0
1756	2026-03-30T13:11:54.658925	20	72	39	100	0.0
1757	2026-03-30T13:11:54.719775	20	14	11	100	0.0
1758	2026-03-30T13:11:54.784773	20	82	45	100	0.0
1759	2026-03-30T13:11:54.884769	20	251	75	100	0.1
1760	2026-03-30T13:11:54.943862	20	15	10	100	0.0
1761	2026-03-30T13:11:55.007686	20	43	28	100	0.0
1762	2026-03-30T13:11:55.072231	20	59	25	100	0.0
1763	2026-03-30T13:11:55.104022	20	0	0	100	0.0
1764	2026-03-30T13:11:55.135793	20	0	0	100	0.0
1765	2026-03-30T13:11:55.255298	20	57	24	100	0.0
1766	2026-03-30T13:11:55.325679	20	57	30	100	0.0
1767	2026-03-30T13:11:55.426156	20	181	153	100	0.1
1768	2026-03-30T13:11:55.550249	20	43	23	100	0.1
1769	2026-03-30T13:11:55.707378	20	108	80	100	0.1
1770	2026-03-30T13:11:55.892502	20	29	21	100	0.1
1771	2026-03-30T13:11:56.059712	20	94	22	100	0.1
1772	2026-03-30T13:11:56.228784	20	28	8	100	0.1
1773	2026-03-30T13:11:56.411001	20	59	27	100	0.1
1774	2026-03-30T13:11:56.586690	20	99	18	100	0.1
1775	2026-03-30T13:11:56.770378	20	82	57	100	0.1
1776	2026-03-30T13:11:56.948666	20	97	68	100	0.1
1777	2026-03-30T13:11:57.028519	20	15	0	100	0.1
1778	2026-03-30T13:11:57.188942	20	74	19	100	0.1
1779	2026-03-30T13:11:57.277347	20	0	0	100	0.1
1780	2026-03-30T13:11:57.384782	20	59	22	100	0.1
1781	2026-03-30T13:11:57.524325	20	112	84	100	0.1
1782	2026-03-30T13:11:57.683861	20	29	19	100	0.1
1783	2026-03-30T13:11:57.847036	20	56	30	100	0.1
1784	2026-03-30T13:11:57.938985	20	95	55	100	0.1
1785	2026-03-30T13:11:58.004902	20	45	21	100	0.0
1786	2026-03-30T13:11:58.068203	20	28	19	100	0.0
1787	2026-03-30T13:11:58.148491	20	93	19	100	0.0
1788	2026-03-30T13:11:58.297650	20	182	79	100	0.1
1789	2026-03-30T13:11:58.358984	20	42	14	100	0.0
1790	2026-03-30T13:11:58.419353	20	94	10	100	0.0
1791	2026-03-30T13:11:58.509866	20	56	37	100	0.1
1792	2026-03-30T13:11:58.573842	20	138	56	100	0.0
1793	2026-03-30T13:11:58.636350	20	44	9	100	0.0
1794	2026-03-30T13:11:58.710334	20	126	93	100	0.0
1795	2026-03-30T13:11:58.773998	20	28	8	100	0.0
1796	2026-03-30T13:11:58.836334	20	75	41	100	0.0
1797	2026-03-30T13:11:58.896764	20	30	19	100	0.0
1798	2026-03-30T13:11:58.955482	20	45	30	100	0.0
1799	2026-03-30T13:11:59.009302	20	43	0	100	0.1
1800	2026-03-30T13:11:59.076456	20	30	17	100	0.0
1801	2026-03-30T13:11:59.191975	20	15	8	100	0.0
1802	2026-03-30T13:11:59.271787	20	67	49	100	0.0
1803	2026-03-30T13:11:59.339752	20	44	26	100	0.0
1804	2026-03-30T13:11:59.425160	20	144	93	100	0.1
1805	2026-03-30T13:11:59.491813	20	43	23	100	0.0
1806	2026-03-30T13:11:59.597591	20	41	8	100	0.0
1807	2026-03-30T13:11:59.692883	20	106	27	100	0.1
1808	2026-03-30T13:11:59.764269	20	111	89	100	0.0
1809	2026-03-30T13:11:59.843874	20	231	103	100	0.0
1810	2026-03-30T13:11:59.909058	20	43	8	100	0.0
1811	2026-03-30T13:11:59.983436	20	203	95	100	0.0
1812	2026-03-30T13:12:00.059927	20	103	78	100	0.0
1813	2026-03-30T13:12:00.136503	20	197	129	100	0.0
1814	2026-03-30T13:12:00.205272	20	123	82	100	0.0
1815	2026-03-30T13:12:00.262878	20	46	20	100	0.0
1816	2026-03-30T13:12:00.345047	20	108	84	100	0.1
1817	2026-03-30T13:12:00.457246	20	28	10	100	0.0
1818	2026-03-30T13:12:00.522179	20	27	11	100	0.0
1819	2026-03-30T13:12:00.617767	20	257	83	100	0.1
1820	2026-03-30T13:12:00.676800	20	28	9	100	0.0
1821	2026-03-30T13:12:00.779986	20	30	23	100	0.1
1822	2026-03-30T13:12:00.814663	20	14	0	100	0.0
1823	2026-03-30T13:12:00.958771	20	15	12	100	0.1
1824	2026-03-30T13:12:01.121896	20	59	33	100	0.1
